"","n_three_level_gender_mimimean","n_three_level_gender_mixedmean","n_three_level_gender_oneonemean","coef_gender_composition_two_eff_sib0mean","coef_gender_composition_two_eff_se_sib0mean","coef_gender_composition_two_eff_t_sib0mean","coef_gender_composition_two_eff_p_sib0mean","coef_gender_composition_two_eff_sib2mean","coef_gender_composition_two_eff_se_sib2mean","coef_gender_composition_two_eff_t_sib2mean","coef_gender_composition_two_eff_p_sib2mean","coef_con_diffxgender_composition_two_eff_sib2mean","coef_con_diffxgender_composition_two_eff_se_sib2mean","coef_con_diffxgender_composition_two_eff_t_sib2mean","coef_con_diffxgender_composition_two_eff_p_sib2mean"
"77",30.032,59.936,30.032,-5.18828761181155,0.542051874207358,-9.64583432561016,8.15275433702592e-12,-5.18248397986415,0.548515690976158,-9.5138537429354,7.67495244158412e-12,-0.0015705334474291,0.0273548688220331,-0.0896054385342177,0.446804813962918
"78",127.533,254.934,127.533,-5.18718925038369,0.260718117551905,-19.9296397891223,1.18443768603859e-50,-5.18096928189131,0.26302397622228,-19.7270047269788,1.3848514919981e-50,-0.00237504134774407,0.012989119956412,-0.200320846730087,0.437769475090767
"79",7.481,15.038,7.481,-7.75154254310915,2.39291561832759,-3.371163244343,0.0255112138679012,-7.70632507476559,2.44390927206961,-3.28255699320037,0.0286838415263113,-0.00229454854078675,0.0642150530004124,-0.0848389014089496,0.460058672501354
"80",29.971,60.058,29.971,-7.90291692922679,1.13898878631616,-6.99785454297277,8.35778828470322e-07,-7.88838821434189,1.14310364381798,-6.95984918389246,1.2550732520697e-06,0.00238221525366529,0.028577047593317,0.0505917344706186,0.467832721440766
"81",127.843,254.314,127.843,-7.87623687358433,0.545160315543943,-14.4754112943812,6.09164493905606e-29,-7.87278179254884,0.545608473826943,-14.4568466446884,5.12373649854987e-29,0.00140725271185009,0.0135020944428828,0.0887294177317151,0.447220619226301
"82",7.509,14.982,7.509,-0.0982765475489722,0.959504968292522,-0.106608091093607,0.500987932090878,-0.361290243809131,0.980286826063143,-0.36981268914641,0.483148361713812,0.0754459502231258,0.0716890075567442,1.11844423608451,0.351321038890774
"83",30.091,59.818,30.091,-0.0825556954446856,0.462390300361287,-0.183988635946785,0.491558605728958,-0.33698606310817,0.463951462122015,-0.72955536453994,0.430351327177591,0.0768071829714153,0.032238252167477,2.39505854346119,0.113792117330577
"84",127.299,255.402,127.299,-0.0737417147956635,0.222755420380916,-0.335833098406773,0.476694166088548,-0.321526342496289,0.223009588512455,-1.44432425577517,0.254887457330187,0.0765894929731544,0.0153481467750937,4.99721366704183,0.00280436858320402
"85",7.499,15.002,7.499,-0.188352394916722,1.0155596532816,-0.192953733832347,0.471688204294905,-0.460803373670423,1.03689260464939,-0.453997607199857,0.464426676859461,0.0732453865845974,0.0721599183064286,1.07045952288896,0.347152509827661
"86",29.924,60.152,29.924,-0.170570315759871,0.486865920465392,-0.356903541488946,0.479688560384854,-0.419654449556974,0.487238070738708,-0.86591519156873,0.404607720486493,0.0767306516838905,0.0324260687125031,2.38724055764374,0.121765313975099
"87",127.466,255.068,127.466,-0.130747403409839,0.23552080430723,-0.560002148241702,0.422570166199977,-0.378816122445619,0.235125638262837,-1.61320765686848,0.213632967754938,0.077111024790343,0.0154222370136157,5.00874574094198,0.00221621510659252
"88",7.485,15.03,7.485,-0.458020998094987,1.34624365174183,-0.354822567522459,0.477744377833815,-0.728193377226884,1.35524670776522,-0.547924925883994,0.459182227269827,0.0722847066582736,0.0719883374916965,1.06605883119946,0.348022194185892
"89",29.964,60.072,29.964,-0.316622091811891,0.648532290022177,-0.494279640827649,0.456600939356689,-0.563603215072049,0.642562435962174,-0.879326260396708,0.395517466845688,0.0778007843498314,0.032541223267831,2.41558970859387,0.115107315054922
"90",127.646,254.708,127.646,-0.302424481955394,0.310396979068466,-0.980848380815448,0.358243984137257,-0.538175031522089,0.306579369472458,-1.75914953599348,0.195131571525285,0.0777586544071226,0.0154230814316381,5.04905093467687,0.00164587073321339
"91",7.523,14.954,7.523,-1.35876676173896,1.16565067568764,-1.21283636744664,0.323140025323251,-1.50821916728528,1.17711723635646,-1.33149879782709,0.30036643742634,0.0606911566215254,0.0742751903059904,0.839091748202098,0.390280018329788
"92",29.923,60.154,29.923,-1.4129062554529,0.556200365475609,-2.55833157866661,0.0780285379310289,-1.54851740011214,0.552582958587076,-2.81730609739657,0.0473847425588924,0.0644352285161934,0.0338178731800307,1.91144512256672,0.183070902101902
"93",127.371,255.258,127.371,-1.3829856969674,0.26821510230894,-5.16694669864281,0.000490612171251457,-1.51240080548895,0.26564094946667,-5.70122369246919,5.08247203445683e-05,0.0666785256447585,0.0160866136220121,4.14609217335003,0.0122155391543747
"94",7.501,14.998,7.501,-1.71923842611261,1.44942937489342,-1.23138635497405,0.308195489321176,-1.8338160525641,1.45153379396616,-1.30364552335242,0.29582583784738,0.0666323760319148,0.0757579553983935,0.912523109118618,0.356614481919062
"95",29.83,60.34,29.83,-1.70292769398293,0.68791898064967,-2.49858840734574,0.0894315517646266,-1.80504510545659,0.678704454805579,-2.67661383083214,0.0638499639035909,0.0703810804143442,0.0343635203853072,2.05963153496051,0.166697337121653
"96",127.743,254.514,127.743,-1.72655844715576,0.330782236012771,-5.23158919992494,0.000322473243651952,-1.83099906232147,0.325893178937269,-5.62687631961526,6.08106530403569e-05,0.0702424375888313,0.0163300261174007,4.30591664088573,0.0079231858632279
"97",7.466,15.068,7.466,-3.12181337544977,2.82381251582823,-1.15732068487761,0.33797304223898,-3.14413902480622,2.82069411116323,-1.15793066261995,0.340985244129095,0.069853125679584,0.0774952091213147,0.93241828856745,0.356742314695605
"98",30.149,59.702,30.149,-2.97920997152888,1.30710103011542,-2.3092029850866,0.111286890296209,-2.99814873606327,1.28626454742511,-2.3498440694947,0.0981662042748437,0.0744792731638468,0.0348768501249905,2.14857692638151,0.151323396993115
