"","condition","ResSE_sib0mean","ResSE_sib1mean","ResSE_sib2mean","ResSE_sib3mean","ResSE_df_sib0mean","ResSE_df_sib1mean","ResSE_df_sib2mean","ResSE_df_sib3mean","ResSD_MLM0mean","ResSD_MLM1mean","ResSD_MLM2mean","ResSD_MLM3mean","ResSD_MLM4mean","ResSD_MLM5mean","ResSD_MLM6mean","RMSE_sib0mean","RMSE_sib1mean","RMSE_sib2mean","RMSE_sib3mean","RMSE_MLM0mean","RMSE_MLM1mean","RMSE_MLM2mean","RMSE_MLM3mean","RMSE_MLM4mean","RMSE_MLM5mean","RMSE_MLM6mean"
"79",79,3.96018693051605,3.94764950764435,3.93283850764702,3.39003774953636,25,24,24,22,6.55986616302693,3.08406353151134,2.81949612830633,5.71932776844941,5.70879836246021,4.88894763217869,4.84848743999695,3.61513952296797,3.53088506017454,3.51763769905102,2.90305488954994,4.89621146627238,2.15919941017323,1.93446305973435,5.36207616978072,5.30327953164574,4.72317213535282,4.59956960569093
"80",80,4.04829737049754,4.04551882333159,4.04271551830631,3.45284770514359,115,114,114,112,6.63090663543712,3.15037316398612,2.90579340890721,5.83835241374958,5.83747524536138,4.85429009870263,4.78570545077083,3.96306051135293,3.94308399890666,3.94035167514994,3.33576779616343,4.94467011568036,2.25324900924585,2.06436024752745,5.66014427237007,5.64710836312965,4.81366771007198,4.72550550153094
"81",81,4.05348925600256,4.0527727344636,4.05180378513006,3.45107380413101,505,504,504,502,6.62353828748694,3.15829111901375,2.91337958049268,5.88203213657711,5.88170026402882,4.84223155445908,4.76674124231204,4.03357026933464,4.02886236216186,4.02789912939345,3.42389957177679,4.93615697795975,2.27069908107829,2.08717325791205,5.76632871488739,5.7630690405401,4.83272765608344,4.7527007368726
"82",82,4.64080983033761,4.59027776950337,4.50212390218259,3.53768897161717,25,24,24,22,5.88481712124965,4.91639564774103,3.33622053732704,4.99022057341428,4.96356361405745,4.9703143381283,3.87842434926821,4.23646038194605,4.10566925128626,4.02682203536276,3.02949584209342,5.38010610800907,4.58702073753376,3.01857370748155,4.69271960998063,4.62158406251691,4.65389966740751,3.37785700572623
"83",83,4.73615345209408,4.67210608387516,4.61412349932653,3.54793708281365,115,114,114,112,5.99207484540526,5.04790830676148,3.45114599785169,5.13286366815617,5.12643496991652,5.1149428615,4.02050195316753,4.63643379028628,4.5538057156662,4.4972912829486,3.42763286258859,5.48705012896866,4.84581291384271,3.22528093147616,4.97507898819119,4.95676291831651,4.9703407468665,3.63436621664036
"84",84,4.76303984325827,4.69209080331094,4.64702205509026,3.54456717223481,505,504,504,502,5.99296011934116,5.08458505295733,3.48210760279136,5.17227247279016,5.17057405140334,5.16009919645246,4.03693880271843,4.7396341004168,4.66440861007401,4.6196057564938,3.51665676017171,5.47343795370702,4.91902677986861,3.27514234904928,5.06350934466484,5.0587719589425,5.07982322956054,3.66914004028396
"85",85,4.64047791437089,4.59010297113083,4.49780767609222,3.56764994565432,25,24,24,22,5.91155228358992,4.94341451474597,4.15915635699078,4.98081334928384,4.95934005422731,4.96613484823478,4.16470211673157,4.2361573855091,4.10551290686892,4.02296148538503,3.05515288741278,5.01996657594688,4.54129790564838,3.74289852234964,4.67262254539662,4.60764310031139,4.64175586368296,3.64272627530111
"86",86,4.73796018353298,4.66795112734127,4.61568540814624,3.57247647219195,115,114,114,112,5.95256791141205,5.0513762265745,4.26530173373073,5.10816660300857,5.10377251721977,5.09257469638273,4.39848782362139,4.63820248101347,4.54975596498145,4.49881364335371,3.45134016502875,5.0359319252752,4.75758732752372,3.95353827809621,4.94286424891093,4.92752552970627,4.9407400558421,4.03315874961154
"87",87,4.78707972166132,4.71516948540713,4.66961950278353,3.56736288540778,505,504,504,502,6.00131025815493,5.09741884448895,4.28451448743827,5.18090781411451,5.17974017218858,5.16919847064742,4.45155653171752,4.76355584602433,4.68735113356539,4.64206988474805,3.53927297674692,5.07582845557799,4.82792019581233,3.98471713700003,5.07325972079689,5.06930884560332,5.08970042294706,4.11825285419793
"88",88,4.67424769571725,4.61417084039611,4.520801480541,3.61162659308513,25,24,24,22,5.935083737048,5.02949618430476,4.85443277556477,5.00713586939741,5.00454553742545,4.98925646307434,4.80943918529375,4.2669848371848,4.12703986356922,4.04352776930854,3.0928122383647,4.43950026359701,4.2575204741297,4.04326200776707,4.70776873242377,4.6661936514928,4.6689209640287,4.3757396395078
"89",89,4.77333192043765,4.70586765380507,4.64676156031236,3.58571375134298,115,114,114,112,5.97687287984004,5.07934635722358,4.91195577306797,5.12586622225111,5.12424457446722,5.11027805242932,4.96600066844727,4.67282946636451,4.58671242355267,4.52910292977281,3.46412859164689,4.45965900342643,4.32336065699936,4.1462839805862,4.96851716895366,4.95606467812523,4.96646363194896,4.75587672137753
"90",90,4.79592603751934,4.72263594479955,4.67694218077154,3.57208147525684,505,504,504,502,5.9960496877596,5.1012854885048,4.93877502043417,5.18323576366978,5.18312636200636,5.17148124921509,5.02245386095552,4.77235869077967,4.69477354266544,4.64934936071898,3.54395441176702,4.47007451665544,4.35433465089604,4.18986843805975,5.07571781710693,5.07309128736932,5.09229297454836,4.87999826901466
"91",91,4.89987134167508,4.89037387450466,4.79826028586765,3.88794608350837,25,24,24,22,6.53406620896406,4.99685595411534,3.02034730924793,5.70646406483696,5.6830367377043,5.50969202383893,4.59786631662248,4.47295010451424,4.37408336751258,4.29169446917505,3.32943811306502,5.98141403777617,4.49706660065709,2.50735559262688,5.3833155423834,5.31174561861535,5.26203639285777,4.23574136435564
"92",92,4.98076936280431,4.95406801234768,4.89165927561091,3.9135815991396,115,114,114,112,6.61544461276013,5.06882810014168,3.12373375145778,5.82919991853657,5.82037811522026,5.59240796288294,4.75257307315206,4.8758993155338,4.82862820865494,4.76779969642567,3.7808790253391,6.05620493323645,4.63297539323734,2.64570762506476,5.65649460758385,5.6344728443165,5.53082919071497,4.6248661335145
"93",93,5.01910722554074,4.98749119723393,4.93284043422269,3.91934943238562,505,504,504,502,6.63731243417036,5.0950431697177,3.14286299056935,5.89488485120613,5.89313936877164,5.61116294215079,4.81919980552989,4.99444315870933,4.9580662136015,4.90373787678482,3.88848793298055,6.06482588379898,4.67356387577302,2.67555857733261,5.79232221027363,5.78728963860333,5.5997098892346,4.78281183377592
"94",94,4.97868896849217,4.96477020343229,4.85817439715681,4.04617494662809,25,24,24,22,6.56981985401791,5.04444611456123,3.92455244576595,5.68943442037422,5.6715917217319,5.49886345400469,4.85319442901729,4.54490042474215,4.44062546701602,4.34528327943668,3.46493721622705,5.59690925762059,4.25814887399871,3.13524585830378,5.34554294947683,5.27794671062506,5.25144799594596,4.45148604836958
"95",95,5.0855090731551,5.05313178237665,4.98285475860888,4.03752260402819,115,114,114,112,6.59279489786689,5.0773176881818,4.02563005116588,5.82881844370417,5.82227580417319,5.59592771220831,5.05114110379972,4.97843373236957,4.92518362800432,4.85668605822135,3.90061741174856,5.57857547903276,4.32349285723522,3.28723053828296,5.65111853050283,5.63112621196528,5.53647595035853,4.90310205351597
"96",96,5.11434489472644,5.07971303237562,5.01992465803327,4.02203563121406,505,504,504,502,6.62588172232695,5.10297005855395,4.03572117146264,5.89142023316332,5.89010093254296,5.6148339476451,5.12323866123049,5.08921282668843,5.04974396237145,4.99030832487952,3.99036556647979,5.60109147724238,4.35923098601852,3.3093798033494,5.78480131408587,5.78022075074262,5.6036683549384,5.07506297554046
"97",97,5.10937981503014,5.09544343228125,4.97548387823451,4.17888384965902,25,24,24,22,6.57470783355526,5.03079678236883,4.78621721718791,5.70476701030591,5.70160249497322,5.51474024066911,5.35296646061617,4.66420429925597,4.55750315603429,4.45020806907466,3.57858233120651,4.91730014658127,3.70602896549875,3.45783801617648,5.37490501030259,5.32544143986783,5.263304521033,4.98374474918119
"98",98,5.18756965710258,5.15184020287475,5.07543323414947,4.12526985608271,115,114,114,112,6.60979141153615,5.08953602325574,4.85111182900067,5.83353977153721,5.83173016369798,5.59643546148125,5.47291358853675,5.07834543178067,5.02139269547391,4.94692039440635,3.98538931094622,4.93074903759019,3.80452534932323,3.59686197279819,5.66023225870348,5.64606449125242,5.5366446031698,5.37721885790638
"99",99,5.21284250007382,5.17685644670739,5.11361731429879,4.13725591158212,505,504,504,502,6.64654409487214,5.10184834382885,4.86678570300678,5.90426824741458,5.90390986931045,5.61561528154671,5.50839622887633,5.18722641138993,5.14631425421264,5.0834482172868,4.10467858642736,4.95581312736812,3.82816438966437,3.63234225691721,5.80665910992701,5.80344911283261,5.604250831,5.49030060223343
"100",100,5.12987459303255,5.12712718740776,5.04538769898577,4.24574766027281,25,24,24,22,7.60513137333169,5.00073557793041,2.78419866512727,6.86645321117594,6.84317010558505,6.27863325544707,5.54649085192735,4.68291338629427,4.58584196813242,4.51273194710938,3.63584107776851,6.96168716311971,4.31387515229497,2.14960013411786,6.45849947669564,6.37616309111465,6.05471496838197,5.24441703765347
"101",101,5.23937053111186,5.23750453651272,5.19495543597341,4.26507087688107,115,114,114,112,7.72986439742412,5.10359147121653,2.85632363392117,7.04695208838196,7.04026225602093,6.30451956506003,5.55598429013665,5.12905563892499,5.10488795973935,5.06341622648802,4.1204499284056,7.06932211420139,4.45867703938742,2.25697753375394,6.85403795508951,6.83106934249667,6.25176115163727,5.48590757801111
"102",102,5.25556179413537,5.25209877142255,5.21642944888531,4.26158346300028,505,504,504,502,7.73727885021852,5.09433397613452,2.87597176382138,7.10106385174896,7.09954196134687,6.28296117613703,5.53506828875823,5.22973578136012,5.22111266753314,5.18565378531355,4.22802716551343,7.07025404912332,4.45984038801151,2.28599666652197,6.99511614776873,6.98960737874057,6.27062954270634,5.51876466486396
"103",103,5.30538968852098,5.30754772137076,5.19639270728507,4.48373768567064,25,24,24,22,7.67950497683927,4.96550306578423,3.63349890713353,6.84139908782154,6.81075759918204,6.2606032124099,5.77263240732474,4.84313601459708,4.74721499952365,4.64779493250943,3.83964355961101,6.53743935883878,3.93061771017995,2.70824378007245,6.41837342492176,6.32687938272774,6.03657374840749,5.44679996445863
"104",104,5.42775811157215,5.42938555280049,5.38074926765095,4.50536595312618,115,114,114,112,7.73288034941462,5.07952171615995,3.74982972743371,7.04027756434851,7.03698760803717,6.28714238604765,5.80905003873093,5.31347672083275,5.29191044018233,5.24450565327753,4.35259702708042,6.55236387915129,4.08425298089272,2.87153379089928,6.85709052970017,6.83891925656263,6.23450965843273,5.73552818238856
"105",105,5.45232214071538,5.44923443359534,5.40981931949209,4.49697126587484,505,504,504,502,7.72989868318471,5.08569836239031,3.77553991956603,7.09538697826377,7.09425415205818,6.2799231651388,5.80050256911049,5.42552924077878,5.41708527730074,5.3779027027733,4.46156149227832,6.53490328384964,4.10154347673332,2.91110971949728,6.98593344467008,6.98102584528892,6.26759749444398,5.78341710469506
"106",106,5.54115347413453,5.55146867802839,5.45533723732018,4.73379817305608,25,24,24,22,7.7009999228613,5.04621141531389,4.67465513726105,6.87921397890098,6.86565790280144,6.29828390707748,6.16617696574547,5.058357920636,4.96538453561295,4.87940196113353,4.05378256755769,5.75618474083997,3.60454916461853,3.27084953757967,6.47300305530031,6.39891834931209,6.07551798731256,5.83063353350917
"107",107,5.61335640400668,5.61480249658771,5.56029232665527,4.71379983878902,115,114,114,112,7.72239994295961,5.07910483707167,4.75279379180605,7.04005809621459,7.03838436375321,6.29487634301997,6.17341280877513,5.4951672431452,5.47263252209603,5.41950258049283,4.55396329133458,5.7581469450022,3.69064356508713,3.426994774713,6.84422344742976,6.82748660210944,6.24219862743467,6.09561001018294
"108",108,5.64923449429973,5.6455196277006,5.59877730860285,4.71152412892816,505,504,504,502,7.74896156183252,5.09653072934829,4.78063447945815,7.10863785768466,7.10832520351921,6.28832333394669,6.16414691320229,5.62147396023409,5.61221243655533,5.56574588575871,4.67442493641921,5.77758883781422,3.72035665936723,3.47387862837909,7.00023749373341,6.99651423881948,6.27598117615294,6.14599032909907
"109",109,1.29375848890818,1.29209060251561,1.29144504602465,1.28503358544609,25,24,24,22,3.13936674586333,0.992714039362989,0.991348957983151,0.991852289964671,0.99104178817617,0.991820364853447,0.990621106193413,1.18103451389801,1.15568096812542,1.15510356484658,1.10043701843006,2.86946911645841,0.801526474513554,0.791763280213366,0.804956069028041,0.796162123654373,0.801694262636682,0.784126144749881
"110",110,1.29709962843133,1.29727377329962,1.29598997648729,1.29588249101196,115,114,114,112,3.15477137630129,0.996265721861183,0.996255036140329,0.996187470230633,0.996202722180035,0.996181853043535,0.9963201968457,1.26978920920896,1.26442606772657,1.26317477737555,1.25194142640298,2.88583918644492,0.810215537051671,0.808088048618678,0.811342003413529,0.809369947425696,0.810534938814187,0.806706837203552
"111",111,1.30189891131276,1.30173808070597,1.30158690023266,1.30116795732958,505,504,504,502,3.16025597600981,0.998110033292258,0.99803020502644,0.998096485922838,0.998080807844996,0.998096954536319,0.997987858043922,1.29550133494839,1.29405814299706,1.29390785445173,1.29092238090579,2.88583459461745,0.813878370701453,0.813304275138308,0.81416493633488,0.813674773584925,0.813969151758313,0.812900137184943
"112",112,1.29024889523539,1.28940044581447,1.28726778038922,1.28548826097293,25,24,24,22,3.15415693308621,0.988784224810246,0.988970367987611,0.989957945013503,0.989707978535573,0.990082483362537,0.990393582763569,1.1778307078609,1.15327481882388,1.15136730487823,1.10082637928941,2.69554508262966,0.797840584453671,0.789628405161818,0.803724641419862,0.796094917100794,0.800574466288487,0.785838110622435
"113",113,1.30177001326553,1.30130232205495,1.30115237616747,1.29962102622812,115,114,114,112,3.15337968147588,0.997511289225802,0.997333117573229,0.997730612897515,0.997662327936885,0.997727577739665,0.997441861937475,1.27436125913891,1.26835261134919,1.26820646217638,1.25555319455606,2.66770199487573,0.812050819656569,0.80971681521678,0.813540794757978,0.811660389962562,0.812672922086283,0.80870738092735
"114",114,1.30203278612953,1.30198307296955,1.30180260298023,1.30161893421919,505,504,504,502,3.15910336992834,0.997963516348042,0.997947623528338,0.99802272253997,0.997990498343375,0.998022348611036,0.998011012259894,1.29563455189968,1.29430168986594,1.29412228460562,1.29136980674102,2.67093200673697,0.814191710757718,0.813675807847669,0.814552539205291,0.814088904175132,0.814346461863774,0.813479545252006
"115",115,1.29419542271555,1.2937760569936,1.29210687616679,1.28549492850124,25,24,24,22,3.13925664093332,0.998551051530925,0.998303672491747,0.998349896219256,0.998583176332871,0.998361442580749,0.998598162914189,1.18143337806874,1.15718848443973,1.15569552372153,1.10083208901953,2.3488630721131,0.81090134843716,0.802370384584143,0.815432438536599,0.810364621800163,0.81142806856823,0.800972993825242
"116",116,1.30424512431445,1.30441064088297,1.30386936114644,1.30276438541391,115,114,114,112,3.15595311715548,1.00192705663055,1.00178767022709,1.00170778402035,1.00179404480878,1.00171694545871,1.00172086150177,1.27678425675037,1.27138222578667,1.27085465155918,1.25858996803672,2.35459848674032,0.816959753880148,0.814670839840097,0.817956892295415,0.816826393773774,0.817107372868069,0.814514108906685
"117",117,1.30229899758556,1.30238893468404,1.30206876892314,1.30200186410511,505,504,504,502,3.15516281788024,0.999122365910585,0.999113915304349,0.999075585499761,0.999051327748963,0.99907622392146,0.999107997082229,1.29589945518338,1.29470515709515,1.29438688023427,1.29174972138406,2.35176035426389,0.814953900039348,0.814444534999151,0.815203340961508,0.814888502539828,0.81498976019201,0.814439102231659
